Date,Open,High,Low,Close,Adj Close,Volume
10/30/2017,40.9725,42.017502,40.93,41.68,40.034557,178803200
10/31/2017,41.974998,42.412498,41.735001,42.259998,40.591652,144187200
11/1/2017,42.467499,42.485001,41.4025,41.7225,40.075378,134551200
11/2/2017,41.650002,42.125,41.32,42.0275,40.36834,165573600
11/3/2017,43.5,43.564999,42.779999,43.125,41.422508,237594400
11/6/2017,43.092499,43.747501,42.93,43.5625,41.842739,140105200
11/7/2017,43.477501,43.8125,43.400002,43.702499,41.977203,97446000
11/8/2017,43.665001,44.060001,43.5825,44.060001,42.320599,97638000
11/9/2017,43.7775,44.025002,43.285,43.970001,42.23415,117930400
11/10/2017,43.7775,43.845001,43.567501,43.6675,42.094368,100582000
11/13/2017,43.375,43.625,43.349998,43.4925,41.925674,67928400
11/14/2017,43.259998,43.369999,42.794998,42.834999,41.291862,99130000
11/15/2017,42.4925,42.580002,42.095001,42.27,40.747211,116632400
11/16/2017,42.794998,42.967499,42.575001,42.775002,41.234024,94550000
11/17/2017,42.759998,42.8475,42.41,42.537498,41.005077,87598000
11/20/2017,42.572498,42.639999,42.389999,42.494999,40.964115,65049600
11/21/2017,42.695,43.424999,42.695,43.285,41.725651,100525200
11/22/2017,43.34,43.75,43.262501,43.740002,42.164257,102355600
11/24/2017,43.775002,43.875,43.662498,43.7425,42.166676,56106800
11/27/2017,43.762501,43.77,43.334999,43.522499,41.954594,82867200
11/28/2017,43.575001,43.717499,42.965,43.267502,41.708782,105715200
11/29/2017,43.157501,43.23,41.790001,42.369999,40.843628,166665600
11/30/2017,42.607498,43.035,42.110001,42.962502,41.414772,166108800
12/1/2017,42.487499,42.9175,42.125,42.762501,41.221973,159037200
12/4/2017,43.119999,43.154999,42.407501,42.450001,40.920731,130169600
12/5/2017,42.264999,42.880001,42.099998,42.41,40.882164,109400800
12/6/2017,41.875,42.549999,41.615002,42.252499,40.73035,114240000
12/7/2017,42.2575,42.610001,42.227501,42.330002,40.805065,102693200
12/8/2017,42.622501,42.75,42.205002,42.342499,40.817101,93420800
12/11/2017,42.299999,43.2225,42.197498,43.1675,41.612385,141095200
12/12/2017,43.037498,43.0975,42.865002,42.924999,41.37862,77636800
12/13/2017,43.125,43.384998,43,43.067501,41.515987,95273600
12/14/2017,43.099998,43.282501,42.912498,43.055,41.503937,81906000
12/15/2017,43.407501,43.5425,43.115002,43.4925,41.925674,160677200
12/18/2017,43.720001,44.299999,43.715,44.105,42.516113,117684400
12/19/2017,43.7575,43.8475,43.522499,43.634998,42.063038,109745600
12/20/2017,43.717499,43.855,43.3125,43.587502,42.017254,93902400
12/21/2017,43.5425,44.005001,43.525002,43.752499,42.176311,83799600
12/22/2017,43.669998,43.855,43.625,43.752499,42.176311,65397600
12/26/2017,42.700001,42.8675,42.419998,42.642502,41.106304,132742000
12/27/2017,42.525002,42.695,42.427502,42.650002,41.113533,85992800
12/28/2017,42.75,42.962502,42.619999,42.77,41.229214,65920800
12/29/2017,42.630001,42.647499,42.305,42.307499,40.783367,103999600
1/2/2018,42.540001,43.075001,42.314999,43.064999,41.51358,102223600
1/3/2018,43.1325,43.637501,42.990002,43.057499,41.506344,118071600
1/4/2018,43.134998,43.3675,43.02,43.2575,41.699139,89738400
1/5/2018,43.360001,43.842499,43.262501,43.75,42.173893,94640000
1/8/2018,43.587502,43.9025,43.482498,43.587502,42.017254,82271200
1/9/2018,43.637501,43.764999,43.352501,43.5825,42.012432,86336000
1/10/2018,43.290001,43.575001,43.25,43.572498,42.002796,95839600
1/11/2018,43.647499,43.872501,43.622501,43.82,42.241379,74670800
1/12/2018,44.044998,44.34,43.912498,44.272499,42.677582,101672400
1/16/2018,44.474998,44.8475,44.035,44.047501,42.460686,118263600
1/17/2018,44.037498,44.8125,43.767502,44.775002,43.16198,137547200
1/18/2018,44.842499,45.025002,44.5625,44.814999,43.200535,124773600
1/19/2018,44.6525,44.895,44.352501,44.615002,43.007744,129700400
1/22/2018,44.325001,44.445,44.150002,44.25,42.655895,108434400
1/23/2018,44.325001,44.860001,44.205002,44.259998,42.665524,130756400
1/24/2018,44.3125,44.325001,43.299999,43.555,41.985931,204420400
1/25/2018,43.627499,43.737499,42.6325,42.7775,41.236435,166116000
1/26/2018,43,43,42.514999,42.877499,41.332829,156572000
1/29/2018,42.540001,42.540001,41.767502,41.990002,40.477306,202561600
1/30/2018,41.3825,41.842499,41.174999,41.7425,40.238724,184192800
1/31/2018,41.717499,42.110001,41.625,41.857498,40.349579,129915600
2/1/2018,41.7925,42.154999,41.689999,41.945,40.433929,188923200
2/2/2018,41.5,41.700001,40.025002,40.125,38.679497,346375200
2/5/2018,39.775002,40.970001,39,39.122501,37.7131,290954000
2/6/2018,38.7075,40.93,38.5,40.7575,39.2892,272975200
2/7/2018,40.772499,40.849998,39.767502,39.884998,38.448132,206434400
2/8/2018,40.072498,40.25,38.7575,38.787498,37.390179,217562000
2/9/2018,39.267502,39.4725,37.560001,39.102501,37.847511,282690400
2/12/2018,39.625,40.9725,39.377499,40.677502,39.37196,243278000
2/13/2018,40.487499,41.1875,40.412498,41.084999,39.766384,130196800
2/14/2018,40.759998,41.884998,40.720001,41.842499,40.499569,162579600
2/15/2018,42.447498,43.272499,42.25,43.247501,41.859478,204588800
2/16/2018,43.09,43.705002,42.942501,43.107498,41.723969,160704400
2/20/2018,43.012501,43.564999,42.855,42.962502,41.583626,135722000
2/21/2018,43.2075,43.529999,42.752499,42.767502,41.394882,149886400
2/22/2018,42.950001,43.487499,42.927502,43.125,41.74091,123967600
2/23/2018,43.4175,43.912498,43.384998,43.875,42.466835,135249600
2/26/2018,44.087502,44.8475,44.052502,44.7425,43.306488,152648800
2/27/2018,44.775002,45.119999,44.540001,44.5975,43.166153,155712400
2/28/2018,44.814999,45.154999,44.512501,44.529999,43.100819,151128400
3/1/2018,44.634998,44.945,43.165001,43.75,42.34584,195208000
3/2/2018,43.200001,44.075001,43.112499,44.052502,42.638641,153816000
3/5/2018,43.802502,44.435001,43.630001,44.205002,42.786251,113605600
3/6/2018,44.477501,44.5625,44.032501,44.1675,42.74995,95154000
3/7/2018,43.735001,43.962502,43.567501,43.7575,42.353111,126814000
3/8/2018,43.869999,44.279999,43.767502,44.235001,42.815285,95096400
3/9/2018,44.490002,45,44.3475,44.994999,43.550888,128740800
3/12/2018,45.072498,45.5975,45.052502,45.43,43.971928,128828400
3/13/2018,45.647499,45.875,44.810001,44.9925,43.548473,126774000
3/14/2018,45.080002,45.130001,44.452499,44.610001,43.178246,117473600
3/15/2018,44.625,45.060001,44.517502,44.662498,43.229061,90975200
3/16/2018,44.662498,44.779999,44.404999,44.505001,43.076622,157618800
3/19/2018,44.330002,44.3675,43.415001,43.825001,42.418446,133787200
3/20/2018,43.810001,44.200001,43.735001,43.810001,42.403927,78597600
3/21/2018,43.759998,43.772499,42.814999,42.817501,41.443279,148219600
3/22/2018,42.5,43.169998,42.150002,42.212502,40.857697,165963200
3/23/2018,42.0975,42.48,41.235001,41.235001,39.911564,164115200
3/26/2018,42.017502,43.275002,41.610001,43.192501,41.806248,150164800
3/27/2018,43.419998,43.787498,41.73,42.084999,40.734283,163690400
3/28/2018,41.8125,42.505001,41.297501,41.619999,40.28421,166674000
3/29/2018,41.952499,42.9375,41.724998,41.945,40.598782,153594000
4/2/2018,41.66,42.235001,41.1175,41.669998,40.332607,150347200
4/3/2018,41.91,42.1875,41.220001,42.0975,40.746387,121112000
4/4/2018,41.220001,43.002499,41.192501,42.9025,41.525551,138422000
4/5/2018,43.145,43.557499,43.02,43.200001,41.813499,107732800
4/6/2018,42.7425,43.119999,42.049999,42.095001,40.743973,140021200
4/9/2018,42.470001,43.272499,42.462502,42.512501,41.148064,116070800
4/10/2018,43.25,43.5,42.8825,43.3125,41.922394,113634400
4/11/2018,43.057499,43.48,42.924999,43.110001,41.726391,89726400
4/12/2018,43.352501,43.75,43.259998,43.535,42.137756,91557200
4/13/2018,43.695,43.959999,43.462502,43.682499,42.28051,100497200
4/16/2018,43.7575,44.047501,43.7075,43.955002,42.544277,86313600
4/17/2018,44.122501,44.735001,44.102501,44.560001,43.129852,106421600
4/18/2018,44.452499,44.705002,44.220001,44.459999,43.033062,83018000
4/19/2018,43.439999,43.8475,43.165001,43.200001,41.813499,139235200
4/20/2018,42.650002,42.805,41.357498,41.43,40.100307,261964400
4/23/2018,41.7075,41.73,41.022499,41.310001,39.984165,146062000
4/24/2018,41.4175,41.5825,40.305,40.735001,39.42762,134768000
4/25/2018,40.654999,41.355,40.602501,40.912498,39.599415,113528400
4/26/2018,41.029999,41.432499,40.842499,41.055,39.737343,111852000
4/27/2018,41,41.0825,40.157501,40.580002,39.277592,142623200
4/30/2018,40.532501,41.814999,40.459999,41.314999,39.988998,169709600
5/1/2018,41.602501,42.299999,41.317501,42.275002,40.918182,214277600
5/2/2018,43.807499,44.4375,43.450001,44.142502,42.725754,266157600
5/3/2018,43.970001,44.375,43.610001,44.2225,42.803181,136272800
5/4/2018,44.5625,46.0625,44.5425,45.9575,44.482498,224805200
5/7/2018,46.294998,46.9175,46.1875,46.290001,44.804325,169805600
5/8/2018,46.247501,46.555,45.9175,46.512501,45.019688,113611200
5/9/2018,46.637501,46.849998,46.305,46.84,45.336678,92844800
5/10/2018,46.935001,47.592499,46.912498,47.509998,45.985168,111957200
5/11/2018,47.372501,47.514999,46.862499,47.147499,45.810276,104848800
5/14/2018,47.252499,47.3825,46.965,47.037498,45.703396,83115200
5/15/2018,46.695,46.767502,46.275002,46.610001,45.288029,94780800
5/16/2018,46.517502,47.115002,46.5,47.044998,45.710678,76732400
5/17/2018,47,47.227501,46.59,46.747501,45.421623,69176000
5/18/2018,46.797501,46.952499,46.532501,46.577499,45.256443,73190800
5/21/2018,47,47.317501,46.727501,46.907501,45.577084,73603200
5/22/2018,47.095001,47.220001,46.695,46.790001,45.462914,60962800
5/23/2018,46.587502,47.125,46.439999,47.09,45.754414,80233600
5/24/2018,47.192501,47.209999,46.552502,47.037498,45.703396,92936000
5/25/2018,47.057499,47.412498,46.912498,47.145,45.80785,69844000
5/29/2018,46.900002,47.1875,46.717499,46.974998,45.642673,90056400
5/30/2018,46.93,47,46.695,46.875,45.545509,74762000
5/31/2018,46.805,47.057499,46.535,46.717499,45.392467,109931200
6/1/2018,46.997501,47.564999,46.9375,47.560001,46.211071,93770000
6/4/2018,47.91,48.355,47.837502,47.9575,46.597305,105064800
6/5/2018,48.267502,48.485001,48.09,48.327499,46.956806,86264000
6/6/2018,48.407501,48.52,47.98,48.494999,47.119556,83734400
6/7/2018,48.535,48.549999,48.084999,48.365002,46.993248,85388800
6/8/2018,47.7925,48,47.442501,47.924999,46.565727,106627200
6/11/2018,47.837502,47.9925,47.552502,47.807499,46.451557,73234000
6/12/2018,47.8475,48.1525,47.787498,48.07,46.706612,67644400
6/13/2018,48.105,48.220001,47.610001,47.674999,46.322815,86553600
6/14/2018,47.887501,47.892502,47.555,47.700001,46.347111,86440400
6/15/2018,47.5075,47.540001,47.064999,47.209999,45.87101,246876800
6/18/2018,46.970001,47.305,46.799999,47.185001,45.84671,73939600
6/19/2018,46.285,46.5825,45.862499,46.422501,45.105843,134314000
6/20/2018,46.587502,46.799999,46.432499,46.625,45.302597,82514800
6/21/2018,46.8125,47.087502,46.235001,46.365002,45.049973,102847600
6/22/2018,46.529999,46.537498,46.174999,46.23,44.918793,108801600
6/25/2018,45.849998,46.23,45.182499,45.5425,44.250797,126652400
6/26/2018,45.747501,46.6325,45.634998,46.107498,44.79977,98276800
6/27/2018,46.307499,46.82,46.0075,46.040001,44.734184,101141200
6/28/2018,46.025002,46.552502,45.950001,46.375,45.059692,69460800
6/29/2018,46.572498,46.797501,45.727501,46.2775,44.964947,90950800
7/2/2018,45.955002,46.825001,45.855,46.794998,45.467773,70925200
7/3/2018,46.947498,46.987499,45.884998,45.98,44.675892,55819200
7/5/2018,46.314999,46.602501,46.07,46.349998,45.035393,66416800
7/6/2018,46.355,47.107498,46.299999,46.9925,45.659668,69940800
7/9/2018,47.375,47.669998,47.325001,47.645,46.293667,79026400
7/10/2018,47.677502,47.82,47.544998,47.587502,46.237808,63756400
7/11/2018,47.125,47.445,46.9025,46.970001,45.63781,75326000
7/12/2018,47.3825,47.852501,47.327499,47.7575,46.402977,72164400
7/13/2018,47.77,47.959999,47.724998,47.8325,46.475845,50055600
7/16/2018,47.880001,48.162498,47.605,47.727501,46.373833,60172400
7/17/2018,47.4375,47.967499,47.299999,47.862499,46.504997,62138000
7/18/2018,47.945,47.950001,47.482498,47.599998,46.249939,65573600
7/19/2018,47.422501,48.137501,47.422501,47.970001,46.609451,81147200
7/20/2018,47.945,48.107498,47.5425,47.860001,46.502579,82704800
7/23/2018,47.669998,47.990002,47.389999,47.9025,46.543858,63957600
7/24/2018,48.112499,48.415001,48.012501,48.25,46.881512,74791600
7/25/2018,48.264999,48.712502,48.107498,48.705002,47.323605,66839600
7/26/2018,48.6525,48.990002,48.4025,48.552502,47.17543,76304000
7/27/2018,48.747501,48.797501,47.525002,47.744999,46.390831,96096000
7/30/2018,47.974998,48.049999,47.267502,47.477501,46.130917,84118000
7/31/2018,47.575001,48.035,47.334999,47.572498,46.223221,157492000
8/1/2018,49.782501,50.439999,49.327499,50.375,48.946239,271742800
8/2/2018,50.145,52.095001,50.087502,51.8475,50.376972,249616000
8/3/2018,51.7575,52.185001,51.369999,51.997501,50.522717,133789600
8/6/2018,52,52.3125,51.767502,52.267502,50.785061,101701600
8/7/2018,52.330002,52.375,51.689999,51.7775,50.308956,102349600
8/8/2018,51.512501,51.952499,51.130001,51.8125,50.342972,90102000
8/9/2018,52.3825,52.445,51.799999,52.220001,50.738911,93970400
8/10/2018,51.84,52.275002,51.6675,51.8825,50.587772,98444800
8/13/2018,52.327499,52.737499,51.924999,52.217499,50.91441,103563600
8/14/2018,52.540001,52.639999,52.064999,52.4375,51.128937,82992000
8/15/2018,52.305,52.685001,52.0825,52.560001,51.248371,115230400
8/16/2018,52.9375,53.452499,52.8675,53.330002,51.999161,114001600
8/17/2018,53.360001,54.487499,53.290001,54.395,53.037575,141708000
8/20/2018,54.525002,54.794998,53.7775,53.865002,52.520805,121150800
8/21/2018,54.200001,54.297501,53.5075,53.759998,52.418423,104639200
8/22/2018,53.525002,54.09,53.459999,53.762501,52.420864,76072400
8/23/2018,53.662498,54.262501,53.650002,53.872501,52.528122,75532800
8/24/2018,54.150002,54.224998,53.7775,54.040001,52.691441,73905600
8/27/2018,54.287498,54.685001,54.0825,54.485001,53.125328,82100400
8/28/2018,54.752499,55.134998,54.73,54.924999,53.554352,91107200
8/29/2018,55.037498,55.872501,54.852501,55.744999,54.353893,109019200
8/30/2018,55.8125,57.064999,55.599998,56.2575,54.8536,195175200
8/31/2018,56.627499,57.217499,56.5,56.907501,55.487377,173360400
9/4/2018,57.102501,57.294998,56.657501,57.09,55.665325,109560400
9/5/2018,57.247501,57.4175,56.275002,56.717499,55.302128,133332000
9/6/2018,56.557499,56.837502,55.325001,55.775002,54.383144,137160000
9/7/2018,55.462502,56.342499,55.177502,55.325001,53.944374,150479200
9/10/2018,55.237499,55.462502,54.1175,54.5825,53.220398,158066000
9/11/2018,54.502499,56.075001,54.139999,55.962502,54.565971,142996000
9/12/2018,56.235001,56.25,54.959999,55.267502,53.888309,197114800
9/13/2018,55.880001,57.087502,55.642502,56.602501,55.189991,166825600
9/14/2018,56.4375,56.709999,55.630001,55.959999,54.563526,127997200
9/17/2018,55.537498,55.737499,54.317501,54.470001,53.11071,148780400
9/18/2018,54.447498,55.462502,54.279999,54.560001,53.198463,126286800
9/19/2018,54.625,54.904999,53.825001,54.592499,53.230145,108495200
9/20/2018,55.060001,55.57,54.787498,55.0075,53.6348,106435200
9/21/2018,55.195,55.34,54.322498,54.415001,53.057083,384986800
9/24/2018,54.205002,55.314999,54.157501,55.197498,53.820053,110773600
9/25/2018,54.9375,55.705002,54.924999,55.547501,54.16132,98217600
9/26/2018,55.25,55.9375,54.939999,55.105,53.729858,95938800
9/27/2018,55.955002,56.610001,55.884998,56.237499,54.834099,120724800
9/28/2018,56.197498,56.459999,56.005001,56.435001,55.026672,91717600
10/1/2018,56.987499,57.355,56.587502,56.814999,55.397186,94403200
10/2/2018,56.8125,57.5,56.657501,57.32,55.889587,99152800
10/3/2018,57.512501,58.3675,57.445,58.017502,56.569679,114619200
10/4/2018,57.695,58.087502,56.682499,56.997501,55.575134,128168000
10/5/2018,56.990002,57.102501,55.145,56.072498,54.673214,134322000
10/8/2018,55.552502,56.200001,55.049999,55.942501,54.546471,118655600
10/9/2018,55.91,56.817501,55.5625,56.717499,55.302128,107564000
10/10/2018,56.365002,56.587502,54.012501,54.09,52.740185,167962400
10/11/2018,53.630001,54.875,53.080002,53.612499,52.274609,212497600
10/12/2018,55.105,55.720001,54.209999,55.5275,54.141819,161351600
10/15/2018,55.290001,55.4575,54.317501,54.34,52.983948,123164000
10/16/2018,54.732498,55.747501,54.189999,55.537498,54.151566,116736000
10/17/2018,55.575001,55.66,54.834999,55.297501,53.917561,91541600
10/18/2018,54.465,54.935001,53.25,54.005001,52.657307,130325200
10/19/2018,54.514999,55.314999,54.357498,54.827499,53.459282,132314800
10/22/2018,54.947498,55.84,54.735001,55.162498,53.785923,115168400
10/23/2018,53.9575,55.8125,53.674999,55.682499,54.29295,155071200
10/24/2018,55.650002,56.057499,53.634998,53.772499,52.430614,163702000
10/25/2018,54.427502,55.345001,54.1875,54.950001,53.578732,119423200
10/26/2018,53.974998,55.047501,53.1675,54.075001,52.725567,189033600
10/29/2018,54.797501,54.922501,51.522499,53.060001,51.735893,183742000
10/30/2018,52.787498,53.794998,52.317501,53.325001,51.994282,146640000
10/31/2018,54.220001,55.112499,54.154999,54.715,53.349594,153435600
11/1/2018,54.762501,55.59,54.202499,55.555,54.168629,233292800
11/2/2018,52.387501,53.412498,51.357498,51.869999,50.575588,365314800
11/5/2018,51.075001,51.0975,49.5425,50.397499,49.139832,264654800
11/6/2018,50.48,51.18,50.422501,50.942501,49.671238,127531600
11/7/2018,51.4925,52.514999,51.032501,52.487499,51.177677,133697600
11/8/2018,52.494999,52.529999,51.6875,52.122501,50.999111,101450400
11/9/2018,51.387501,51.502499,50.5625,51.1175,50.01577,137463200
11/12/2018,49.75,49.962502,48.447498,48.5425,47.496269,204542000
11/13/2018,47.907501,49.294998,47.862499,48.057499,47.021725,187531600
11/14/2018,48.474998,48.619999,46.482498,46.700001,45.693485,243204000
11/15/2018,47.0975,47.9925,46.724998,47.852501,46.821144,185915200
11/16/2018,47.625,48.7425,47.365002,48.3825,47.339722,147713200
11/19/2018,47.5,47.674999,46.247501,46.465,45.463551,167701200
11/20/2018,44.592499,45.3675,43.877499,44.244999,43.291397,271300800
11/21/2018,44.932499,45.067501,44.137501,44.195,43.242474,124496800
11/23/2018,43.735001,44.150002,43.025002,43.072498,42.144165,94496000
11/26/2018,43.560001,43.737499,42.564999,43.654999,42.714111,179994000
11/27/2018,42.877499,43.692501,42.720001,43.560001,42.621162,165549600
11/28/2018,44.182499,45.322498,43.732498,45.235001,44.260063,184250000
11/29/2018,45.665001,45.700001,44.424999,44.887501,43.920044,167080000
11/30/2018,45.072498,45.0825,44.2575,44.645,43.682777,158126000
12/3/2018,46.115002,46.235001,45.302502,46.205002,45.209152,163210000
12/4/2018,45.237499,45.5975,44.067501,44.172501,43.220459,165377200
12/6/2018,42.939999,43.695,42.605,43.68,42.738575,172393600
12/7/2018,43.372501,43.622501,42.075001,42.122501,41.214645,169126400
12/10/2018,41.25,42.522499,40.8325,42.400002,41.486164,248104000
12/11/2018,42.915001,42.947498,41.75,42.157501,41.24889,189126800
12/12/2018,42.599998,42.98,42.255001,42.275002,41.363853,142510800
12/13/2018,42.622501,43.142502,42.387501,42.737499,41.816387,127594400
12/14/2018,42.25,42.27,41.32,41.369999,40.478359,162814800
12/17/2018,41.362499,42.087502,40.682499,40.985001,40.101662,177151600
12/18/2018,41.345001,41.8825,41.0975,41.517502,40.622688,135366000
12/19/2018,41.5,41.862499,39.772499,40.2225,39.355591,196189200
12/20/2018,40.099998,40.5275,38.825001,39.2075,38.362465,259092000
12/21/2018,39.215,39.540001,37.407501,37.682499,36.870335,382978400
12/24/2018,37.037498,37.887501,36.647499,36.7075,35.916355,148676800
12/26/2018,37.075001,39.307499,36.68,39.2925,38.445637,234330000
12/27/2018,38.959999,39.192501,37.517502,39.037498,38.196133,212468400
12/28/2018,39.375,39.630001,38.637501,39.057499,38.215702,169165600
12/31/2018,39.6325,39.84,39.119999,39.435001,38.585068,140014000
1/2/2019,38.7225,39.712502,38.557499,39.48,38.629097,148158800
1/3/2019,35.994999,36.43,35.5,35.547501,34.781353,365248800
1/4/2019,36.1325,37.137501,35.950001,37.064999,36.266144,234428400
1/7/2019,37.174999,37.2075,36.474998,36.982498,36.185429,219111200
1/8/2019,37.389999,37.955002,37.130001,37.6875,36.875229,164101200
1/9/2019,37.822498,38.6325,37.407501,38.327499,37.501434,180396400
1/10/2019,38.125,38.4925,37.715,38.450001,37.6213,143122800
1/11/2019,38.220001,38.424999,37.877499,38.072498,37.25193,108092800
1/14/2019,37.712502,37.817501,37.305,37.5,36.691772,129756800
1/15/2019,37.567501,38.3475,37.512501,38.267502,37.442734,114843600
1/16/2019,38.27,38.970001,38.25,38.735001,37.900158,122278800
1/17/2019,38.549999,39.415001,38.314999,38.965,38.125195,119284800
1/18/2019,39.375,39.470001,38.994999,39.205002,38.360023,135004000
1/22/2019,39.102501,39.182499,38.154999,38.325001,37.498989,121576000
1/23/2019,38.537498,38.785,37.924999,38.48,37.65065,92522400
1/24/2019,38.5275,38.619999,37.935001,38.174999,37.352219,101766000
1/25/2019,38.869999,39.532501,38.580002,39.439999,38.589962,134142000
1/28/2019,38.947498,39.0825,38.415001,39.075001,38.232826,104768400
1/29/2019,39.0625,39.532501,38.5275,38.669998,37.836552,166348800
1/30/2019,40.8125,41.537498,40.057499,41.3125,40.422104,244439200
1/31/2019,41.5275,42.25,41.139999,41.610001,40.713184,162958400
2/1/2019,41.740002,42.244999,41.482498,41.630001,40.732758,130672400
2/4/2019,41.852501,42.915001,41.82,42.8125,41.889771,125982000
2/5/2019,43.215,43.77,43.087502,43.544998,42.606483,144406400
2/6/2019,43.662498,43.892502,43.212502,43.560001,42.621162,112958400
2/7/2019,43.099998,43.485001,42.584999,42.735001,41.813942,126966800
2/8/2019,42.247501,42.665001,42.105,42.602501,41.863079,95280000
2/11/2019,42.762501,42.802502,42.3125,42.357498,41.622322,83973600
2/12/2019,42.525002,42.75,42.424999,42.7225,41.980991,89134000
2/13/2019,42.8475,43.119999,42.48,42.544998,41.806568,89960800
2/14/2019,42.427502,42.814999,42.345001,42.700001,41.958885,87342800
2/15/2019,42.8125,42.924999,42.4375,42.605,41.865532,98507200
2/19/2019,42.427502,42.860001,42.372501,42.732498,41.990814,75891200
2/20/2019,42.797501,43.330002,42.747501,43.0075,42.261044,104457600
2/21/2019,42.950001,43.092499,42.575001,42.764999,42.022755,68998800
2/22/2019,42.895,43.25,42.845001,43.2425,42.491962,75652800
2/25/2019,43.540001,43.967499,43.487499,43.557499,42.801495,87493600
2/26/2019,43.427502,43.825001,43.2925,43.5825,42.826061,68280800
2/27/2019,43.302502,43.75,43.182499,43.717499,42.958721,111341600
2/28/2019,43.580002,43.727501,43.23,43.287498,42.536182,112861600
3/1/2019,43.57,43.787498,43.2225,43.7425,42.98328,103544800
3/4/2019,43.922501,44.4375,43.4925,43.962502,43.199471,109744800
3/5/2019,43.985001,44,43.634998,43.8825,43.120853,78949600
3/6/2019,43.6675,43.872501,43.485001,43.630001,42.872742,83241600
3/7/2019,43.467499,43.610001,43.005001,43.125,42.376507,99185600
3/8/2019,42.580002,43.267502,42.375,43.227501,42.477226,95997600
3/11/2019,43.872501,44.779999,43.837502,44.724998,43.94873,128044000
3/12/2019,45,45.6675,44.842499,45.227501,44.442513,129870400
3/13/2019,45.5625,45.825001,45.23,45.427502,44.639038,124130000
3/14/2019,45.974998,46.025002,45.639999,45.932499,45.135273,94318000
3/15/2019,46.212502,46.8325,45.935001,46.529999,45.722401,156171600
3/18/2019,46.450001,47.0975,46.447498,47.005001,46.189163,104879200
3/19/2019,47.087502,47.247501,46.48,46.6325,45.823128,126585600
3/20/2019,46.557499,47.372501,46.182499,47.040001,46.223557,124140800
3/21/2019,47.505001,49.0825,47.452499,48.772499,47.92598,204136800
3/22/2019,48.834999,49.422501,47.695,47.762501,46.933514,169630800
3/25/2019,47.877499,47.994999,46.650002,47.185001,46.366032,175381200
3/26/2019,47.915001,48.220001,46.145,46.697498,45.886997,199202000
3/27/2019,47.1875,47.439999,46.637501,47.1175,46.299709,119393600
3/28/2019,47.237499,47.389999,46.8825,47.18,46.361122,83121600
3/29/2019,47.4575,47.52,47.134998,47.487499,46.663288,94256000
4/1/2019,47.91,47.919998,47.095001,47.810001,46.980194,111448000
4/2/2019,47.772499,48.615002,47.762501,48.505001,47.663128,91062800
4/3/2019,48.3125,49.125,48.287498,48.837502,47.989861,93087200
4/4/2019,48.697498,49.092499,48.285,48.922501,48.073376,76457200
4/5/2019,49.112499,49.275002,48.982498,49.25,48.395191,74106400
4/8/2019,49.105,50.057499,49.084999,50.025002,49.156742,103526800
4/9/2019,50.080002,50.712502,49.807499,49.875,49.009346,143072800
4/10/2019,49.669998,50.185001,49.544998,50.154999,49.284485,86781200
4/11/2019,50.212502,50.25,49.610001,49.737499,48.874233,83603200
4/12/2019,49.799999,50.035,49.052502,49.717499,48.85458,111042800
4/15/2019,49.645,49.962502,49.502499,49.807499,48.943016,70146400
4/16/2019,49.865002,50.342499,49.639999,49.8125,48.947933,102785600
4/17/2019,49.884998,50.845001,49.6525,50.782501,49.901096,115627200
4/18/2019,50.779999,51.037498,50.630001,50.965,50.080433,96783200
4/22/2019,50.7075,51.235001,50.584999,51.1325,50.245026,77758000
4/23/2019,51.107498,51.9375,50.974998,51.869999,50.969719,93292000
4/24/2019,51.84,52.119999,51.762501,51.790001,50.891109,70162400
4/25/2019,51.7075,51.939999,51.279999,51.32,50.429272,74172800
4/26/2019,51.224998,51.25,50.529999,51.075001,50.188522,74596400
4/29/2019,51.099998,51.4925,50.965,51.1525,50.264679,88818800
4/30/2019,50.764999,50.849998,49.7775,50.1675,49.296772,186139600
5/1/2019,52.470001,53.827499,52.307499,52.630001,51.716534,259309200
5/2/2019,52.459999,53.162498,52.032501,52.287498,51.379974,127985200
5/3/2019,52.7225,52.959999,52.557499,52.9375,52.018696,83569600
5/6/2019,51.072498,52.209999,50.875,52.119999,51.215385,129772400
5/7/2019,51.470001,51.855,50.2075,50.715,49.834774,155054800
5/8/2019,50.474998,51.334999,50.4375,50.724998,49.844593,105358000
5/9/2019,50.099998,50.419998,49.165001,50.18,49.309052,139634400
5/10/2019,49.355,49.712502,48.192501,49.294998,48.625954,164834800
5/13/2019,46.927502,47.369999,45.712502,46.43,45.799843,229722400
5/14/2019,46.602501,47.424999,46.352501,47.165001,46.524864,146118800
5/15/2019,46.567501,47.9375,46.505001,47.73,47.082195,106178800
5/16/2019,47.477501,48.1175,47.209999,47.52,46.87505,132125600
5/17/2019,46.732498,47.724998,46.689999,47.25,46.608715,131516400
5/20/2019,45.880001,46.087502,45.07,45.772499,45.151264,154449200
5/21/2019,46.305,47,46.174999,46.650002,46.016857,113459200
5/22/2019,46.165001,46.427502,45.637501,45.695,45.074814,118994400
5/23/2019,44.950001,45.134998,44.452499,44.915001,44.305401,146118800
5/24/2019,45.049999,45.535,44.654999,44.7425,44.135246,94858800
5/28/2019,44.73,45.147499,44.477501,44.557499,43.952755,111792800
5/29/2019,44.105,44.837502,44,44.345001,43.743137,113924800
